,gene_name,GO_index,bnumber,go_name
23790,tpiA,GO:0006094,b3919,gluconeogenesis
23791,carB,GO:0005737,b0033,cytoplasm
23792,ilvC,GO:0009097,b3774,isoleucine biosynthetic process
23793,ybgD,GO:0043709,b0719,cell adhesion involved in single-species biofilm formation
23797,mscK,GO:0009992,b0465,cellular water homeostasis
23798,flgC,GO:0071978,b1074,bacterial-type flagellum-dependent swarming motility
23799,elyC,GO:0005886,b0920,plasma membrane
23800,hscA,GO:0016887,b2526,ATPase activity
23801,ycbV,GO:0007155,b0943,cell adhesion
23802,modF,GO:0005524,b0760,ATP binding
23805,tatC,GO:0043953,b3839,protein transport by the Tat complex
23806,dxs,GO:0019288,b0420,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
23807,cyoD,GO:0015453,b0429,oxidoreduction-driven active transmembrane transporter activity
23808,purL,GO:0005737,b2557,cytoplasm
23809,hemF,GO:0004109,b2436,coproporphyrinogen oxidase activity
23810,rbfA,GO:0042254,b3167,ribosome biogenesis
23811,hpt,GO:0006166,b0125,purine ribonucleoside salvage
23812,priA,GO:0043140,b3935,ATP-dependent 3'-5' DNA helicase activity
23813,ddlB,GO:0009252,b0092,peptidoglycan biosynthetic process
23814,yajO,GO:0005829,b0419,cytosol
23815,chaA,GO:0006883,b1216,cellular sodium ion homeostasis
23817,ispU,GO:0002094,b0174,polyprenyltransferase activity
23818,tolQ,GO:0017038,b0737,protein import
23819,glgB,GO:0005978,b3432,glycogen biosynthetic process
23820,ybjD,GO:0006302,b0876,double-strand break repair
23821,wecA,GO:0016780,b3784,"phosphotransferase activity, for other substituted phosphate groups"
23822,trmA,GO:0000049,b3965,tRNA binding
23823,nanC,GO:0009279,b4311,cell outer membrane
23824,hscC,GO:0005524,b0650,ATP binding
23825,rpe,GO:0019323,b3386,pentose catabolic process
23826,prpB,GO:0019629,b0331,"propionate catabolic process, 2-methylcitrate cycle"
23827,mazG,GO:0047429,b2781,nucleoside-triphosphate diphosphatase activity
23828,aroL,GO:0009073,b0388,aromatic amino acid family biosynthetic process
23829,ycbB,GO:0071972,b0925,"peptidoglycan L,D-transpeptidase activity"
23830,flgD,GO:0009424,b1075,bacterial-type flagellum hook
23831,rbsK,GO:0046835,b3752,carbohydrate phosphorylation
23832,purN,GO:0006189,b2500,'de novo' IMP biosynthetic process
23833,nanA,GO:0005829,b3225,cytosol
23834,prpC,GO:0006099,b0333,tricarboxylic acid cycle
23835,ccmC,GO:0005886,b2199,plasma membrane
23836,spoT,GO:0008728,b3650,GTP diphosphokinase activity
23837,nanC,GO:0045203,b4311,integral component of cell outer membrane
23838,fruK,GO:0008662,b2168,1-phosphofructokinase activity
23839,yojI,GO:0042626,b2211,"ATPase activity, coupled to transmembrane movement of substances"
23840,ychF,GO:0016887,b1203,ATPase activity
23841,wcaB,GO:0009001,b2058,serine O-acetyltransferase activity
23842,rstA,GO:0000156,b1608,phosphorelay response regulator activity
23844,cysG,GO:0019354,b3368,siroheme biosynthetic process
23845,tyrA,GO:0008977,b2600,prephenate dehydrogenase (NAD+) activity
23846,ftnA,GO:0008198,b1905,ferrous iron binding
23847,mnaT,GO:0016747,b1448,"transferase activity, transferring acyl groups other than amino-acyl groups"
23848,nadD,GO:0000309,b0639,nicotinamide-nucleotide adenylyltransferase activity
23849,ridA,GO:0005829,b4243,cytosol
23850,rrrQ,GO:0003796,b1554,lysozyme activity
23851,nuoB,GO:0003954,b2287,NADH dehydrogenase activity
23852,alaS,GO:0045892,b2697,"negative regulation of transcription, DNA-templated"
23853,yajL,GO:0036524,b0424,protein deglycase activity
23854,aaeB,GO:0005515,b3240,protein binding
23855,rimL,GO:0017198,b1427,N-terminal peptidyl-serine acetylation
23856,yjhB,GO:0046942,b4279,carboxylic acid transport
23857,spoT,GO:0005618,b3650,cell wall
23858,dkgA,GO:0005829,b3012,cytosol
23859,cirA,GO:0015685,b2155,ferric-enterobactin transport
23860,ftnB,GO:0006880,b1902,intracellular sequestering of iron ion
23861,cirA,GO:0031230,b2155,intrinsic component of cell outer membrane
23862,moeA,GO:0032324,b0827,molybdopterin cofactor biosynthetic process
23863,yiaN,GO:0005886,b3578,plasma membrane
23864,rsfS,GO:0017148,b0637,negative regulation of translation
23865,flgF,GO:0009424,b1077,bacterial-type flagellum hook
23866,lptC,GO:0015920,b3199,lipopolysaccharide transport
23867,treC,GO:0009313,b4239,oligosaccharide catabolic process
23868,garD,GO:0008867,b3128,galactarate dehydratase activity
23869,rplA,GO:0000470,b3984,maturation of LSU-rRNA
23870,focA,GO:0015724,b0904,formate transport
23871,speA,GO:0033388,b2938,putrescine biosynthetic process from arginine
23872,tolQ,GO:0005887,b0737,integral component of plasma membrane
23873,cbpA,GO:0051082,b1000,unfolded protein binding
23874,elfC,GO:0009297,b0940,pilus assembly
23875,nadE,GO:0008795,b1740,NAD+ synthase activity
23878,ygcR,GO:0009055,b2770,electron transfer activity
23879,napD,GO:0051224,b2207,negative regulation of protein transport
23880,erfK,GO:0005576,b1990,extracellular region
23881,metF,GO:0035999,b3941,tetrahydrofolate interconversion
23882,phnA,GO:0005829,b4108,cytosol
23883,hisD,GO:0000105,b2020,histidine biosynthetic process
23884,frlR,GO:0045892,b3375,"negative regulation of transcription, DNA-templated"
23885,ftnA,GO:0005576,b1905,extracellular region
23886,xanQ,GO:0042907,b2882,xanthine transmembrane transporter activity
23887,ftnB,GO:0042802,b1902,identical protein binding
23888,glmM,GO:0009252,b3176,peptidoglycan biosynthetic process
23889,rplN,GO:0070180,b3310,large ribosomal subunit rRNA binding
23890,murP,GO:0005886,b2429,plasma membrane
23891,galE,GO:0005829,b0759,cytosol
23892,fdrA,GO:0004775,b0518,succinate-CoA ligase (ADP-forming) activity
23893,aaeB,GO:0005886,b3240,plasma membrane
23894,dedD,GO:0032506,b2314,cytokinetic process
23895,hpf,GO:0043022,b3203,ribosome binding
23896,ubiD,GO:0016831,b3843,carboxy-lyase activity
23898,murR,GO:0003700,b2427,DNA binding transcription factor activity
23899,hypF,GO:0051604,b2712,protein maturation
23900,cyoB,GO:0009486,b0431,cytochrome bo3 ubiquinol oxidase activity
23901,fepA,GO:0015685,b0584,ferric-enterobactin transport
23902,rpsD,GO:0003735,b3296,structural constituent of ribosome
23903,ybdG,GO:0071470,b0577,cellular response to osmotic stress
23904,prc,GO:0030288,b1830,outer membrane-bounded periplasmic space
23905,rutC,GO:0019239,b1010,deaminase activity
23906,serB,GO:0016311,b4388,dephosphorylation
23907,frdA,GO:0009061,b4154,anaerobic respiration
23908,waaA,GO:0009245,b3633,lipid A biosynthetic process
23909,puuB,GO:0005737,b1301,cytoplasm
23910,tyrA,GO:0070403,b2600,NAD+ binding
23911,rluF,GO:0009982,b4022,pseudouridine synthase activity
23912,fdhF,GO:0005829,b4079,cytosol
23913,gltB,GO:0019676,b3212,ammonia assimilation cycle
23914,mrp,GO:0005829,b2113,cytosol
23915,ygeX,GO:0030170,b2871,pyridoxal phosphate binding
23916,gntK,GO:0046177,b3437,D-gluconate catabolic process
23917,rlmF,GO:0070475,b0807,rRNA base methylation
23919,ydhC,GO:0005887,b1660,integral component of plasma membrane
23920,ttdR,GO:0003700,b3060,DNA binding transcription factor activity
23921,sucD,GO:0005829,b0729,cytosol
23922,yagI,GO:0003700,b0272,DNA binding transcription factor activity
23923,ygiF,GO:0046872,b3054,metal ion binding
23924,serC,GO:0004648,b0907,O-phospho-L-serine:2-oxoglutarate aminotransferase activity
23925,erpA,GO:0106035,b0156,protein maturation by [4Fe-4S] cluster transfer
23926,ftsH,GO:0005886,b3178,plasma membrane
23927,rhaD,GO:0019323,b3902,pentose catabolic process
23928,galP,GO:0005351,b2943,sugar:proton symporter activity
23929,yafQ,GO:0006402,b0225,mRNA catabolic process
23930,tpiA,GO:0019563,b3919,glycerol catabolic process
23931,nagD,GO:0005829,b0675,cytosol
23932,bglB,GO:0005829,b3721,cytosol
23933,pgk,GO:0005829,b2926,cytosol
23934,frdA,GO:0009055,b4154,electron transfer activity
23935,mutM,GO:0006284,b3635,base-excision repair
23936,thiP,GO:0005886,b0067,plasma membrane
23938,glpB,GO:0009061,b2242,anaerobic respiration
23939,elaA,GO:0016747,b2267,"transferase activity, transferring acyl groups other than amino-acyl groups"
23940,ftsA,GO:0051301,b0094,cell division
23941,yjcE,GO:0098719,b4065,sodium ion import across plasma membrane
23943,prlC,GO:0004222,b3498,metalloendopeptidase activity
23944,nuoG,GO:0051539,b2283,"4 iron, 4 sulfur cluster binding"
23945,hupB,GO:0005829,b0440,cytosol
23946,yfjV,GO:0005887,b2641_1,integral component of plasma membrane
23947,flgG,GO:0071978,b1078,bacterial-type flagellum-dependent swarming motility
23948,prfC,GO:0006415,b4375,translational termination
23951,thiC,GO:0009228,b3994,thiamine biosynthetic process
23952,yqjH,GO:0071949,b3070,FAD binding
23953,preT,GO:0016491,b2146,oxidoreductase activity
23954,pepT,GO:0045148,b1127,tripeptide aminopeptidase activity
23955,hcaC,GO:0051537,b2540,"2 iron, 2 sulfur cluster binding"
23956,mdfA,GO:0005887,b0842,integral component of plasma membrane
23957,yeiG,GO:0005829,b2154,cytosol
23958,greA,GO:0006354,b3181,"DNA-templated transcription, elongation"
23959,narV,GO:0008940,b1465,nitrate reductase activity
23960,hscA,GO:0042623,b2526,"ATPase activity, coupled"
23961,zapA,GO:0032153,b2910,cell division site
23962,metH,GO:0008705,b4019,methionine synthase activity
23964,yihN,GO:0031224,b3874,intrinsic component of membrane
23965,dauA,GO:0071422,b1206,succinate transmembrane transport
23966,paaA,GO:0010124,b1388,phenylacetate catabolic process
23967,secG,GO:0065002,b3175,intracellular protein transmembrane transport
23968,dedD,GO:0030428,b2314,cell septum
23969,sdhC,GO:0009060,b0721,aerobic respiration
23970,nudC,GO:0016787,b3996,hydrolase activity
23971,relB,GO:0006351,b1564,"transcription, DNA-templated"
23972,clsC,GO:0016020,b1046,membrane
23973,rarA,GO:0008047,b0892,enzyme activator activity
23974,aceB,GO:0004474,b4014,malate synthase activity
23975,cyoC,GO:0009055,b0430,electron transfer activity
23976,mrdB,GO:0032153,b0634,cell division site
23977,crp,GO:0005829,b3357,cytosol
23978,cusB,GO:0046914,b0574,transition metal ion binding
23979,hofB,GO:0016887,b0107,ATPase activity
23980,lipA,GO:0005737,b0628,cytoplasm
23981,rhtA,GO:0005886,b0813,plasma membrane
23984,hpf,GO:0022627,b3203,cytosolic small ribosomal subunit
23985,clsC,GO:0032049,b1046,cardiolipin biosynthetic process
23986,chiA,GO:0030288,b3338,outer membrane-bounded periplasmic space
23987,hemC,GO:0006783,b3805,heme biosynthetic process
23989,yjcO,GO:0008047,b4078,enzyme activator activity
23990,bfd,GO:0051537,b3337,"2 iron, 2 sulfur cluster binding"
23991,pckA,GO:0005829,b3403,cytosol
23992,rpsE,GO:0003735,b3303,structural constituent of ribosome
23993,aroC,GO:0009423,b2329,chorismate biosynthetic process
23994,yccS,GO:0005886,b0960,plasma membrane
23996,ftsL,GO:0032153,b0083,cell division site
23997,glpX,GO:0042132,b3925,"fructose 1,6-bisphosphate 1-phosphatase activity"
23999,folE,GO:0003934,b2153,GTP cyclohydrolase I activity
24000,gltX,GO:0004818,b2400,glutamate-tRNA ligase activity
24001,speC,GO:0005829,b2965,cytosol
24002,arnB,GO:0030170,b2253,pyridoxal phosphate binding
24003,dppC,GO:0071916,b3542,dipeptide transmembrane transporter activity
24004,thiC,GO:0005829,b3994,cytosol
24005,secF,GO:0015031,b0409,protein transport
24008,pdxB,GO:0008615,b2320,pyridoxine biosynthetic process
24009,rnk,GO:0006354,b0610,"DNA-templated transcription, elongation"
24010,agaI,GO:0004342,b3141,glucosamine-6-phosphate deaminase activity
24011,yafV,GO:0050152,b0219,omega-amidase activity
24012,dtpB,GO:1904680,b3496,peptide transmembrane transporter activity
24013,cydD,GO:0005886,b0887,plasma membrane
24014,hycB,GO:0004159,b2724,dihydrouracil dehydrogenase (NAD+) activity
24015,atpF,GO:0045263,b3736,"proton-transporting ATP synthase complex, coupling factor F(o)"
24016,epd,GO:0006006,b2927,glucose metabolic process
24017,kbaZ,GO:0009401,b3132,phosphoenolpyruvate-dependent sugar phosphotransferase system
24018,torA,GO:0009055,b0997,electron transfer activity
24019,gsk,GO:0008906,b0477,inosine kinase activity
24020,fdnI,GO:0016021,b1476,integral component of membrane
24021,setB,GO:0005351,b2170,sugar:proton symporter activity
24022,ybjJ,GO:0016020,b0845,membrane
24023,edd,GO:0004456,b1851,phosphogluconate dehydratase activity
24025,rplE,GO:0000027,b3308,ribosomal large subunit assembly
24026,yihG,GO:0016746,b3862,"transferase activity, transferring acyl groups"
24027,malK,GO:1990060,b4035,maltose transport complex
24028,glpD,GO:0046168,b3426,glycerol-3-phosphate catabolic process
24029,ydjN,GO:0033229,b1729,cysteine transmembrane transporter activity
24030,arcA,GO:0003700,b4401,DNA binding transcription factor activity
24031,sdhD,GO:0005886,b0722,plasma membrane
24032,nanE,GO:0005829,b3223,cytosol
24033,rclA,GO:0045454,b0304,cell redox homeostasis
24034,aspA,GO:0008652,b4139,cellular amino acid biosynthetic process
24035,rplL,GO:0022625,b3986,cytosolic large ribosomal subunit
24036,mdtI,GO:0022857,b1599,transmembrane transporter activity
24037,avtA,GO:1901605,b3572,alpha-amino acid metabolic process
24038,pncB,GO:0005829,b0931,cytosol
24039,ynfE,GO:0030151,b1587,molybdenum ion binding
24040,ubiA,GO:0006744,b4040,ubiquinone biosynthetic process
24041,mdtM,GO:0005887,b4337,integral component of plasma membrane
24042,fliS,GO:0071973,b1925,bacterial-type flagellum-dependent cell motility
24043,ygfA,GO:0009396,b2912,folic acid-containing compound biosynthetic process
24044,ptsN,GO:0032412,b3204,regulation of ion transmembrane transporter activity
24045,cysM,GO:0004124,b2421,cysteine synthase activity
24046,queD,GO:0070497,b2765,"6-carboxy-5,6,7,8-tetrahydropterin synthase activity"
24047,ung,GO:0005634,b2580,nucleus
24048,hrpA,GO:0006397,b1413,mRNA processing
24049,aceK,GO:0018105,b4016,peptidyl-serine phosphorylation
24050,caiA,GO:0005886,b0039,plasma membrane
24051,aceK,GO:0016208,b4016,AMP binding
24052,yaaA,GO:0005829,b0006,cytosol
24053,gapC,GO:0004365,b4493_1,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
24054,hyfA,GO:0017113,b2481,dihydropyrimidine dehydrogenase (NADP+) activity
24055,nagD,GO:0008253,b0675,5'-nucleotidase activity
24056,rluF,GO:0005829,b4022,cytosol
24057,ompR,GO:0000156,b3405,phosphorelay response regulator activity
24058,yajL,GO:0106046,b0424,"guanine deglycation, glyoxal removal"
24059,brnQ,GO:0015190,b0401,L-leucine transmembrane transporter activity
24060,yahF,GO:0004775,b0320,succinate-CoA ligase (ADP-forming) activity
24061,wecA,GO:0071555,b3784,cell wall organization
24062,dadA,GO:0055130,b1189,D-alanine catabolic process
24063,stpA,GO:0003680,b2669,AT DNA binding
24064,fimD,GO:0015473,b4317,fimbrial usher porin activity
24065,trmJ,GO:0052665,b2532,tRNA (uracil-2'-O-)-methyltransferase activity
24066,yhgF,GO:0005829,b3407,cytosol
24067,fdhE,GO:0008199,b3891,ferric iron binding
24068,aceK,GO:0050790,b4016,regulation of catalytic activity
24069,pgrR,GO:0043565,b1328,sequence-specific DNA binding
24070,mdtI,GO:0015871,b1599,choline transport
24071,sgcC,GO:0090584,b4304,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity
24072,pal,GO:0009279,b0741,cell outer membrane
24073,bisC,GO:0030151,b3551,molybdenum ion binding
24074,tatC,GO:0033281,b3839,TAT protein transport complex
24075,infB,GO:0003743,b3168,translation initiation factor activity
24076,glyA,GO:0030170,b2551,pyridoxal phosphate binding
24077,citT,GO:0005215,b0612,transporter activity
24078,gatZ,GO:0005887,b2095,integral component of plasma membrane
24079,zapD,GO:0043093,b0102,FtsZ-dependent cytokinesis
24080,yedV,GO:0005886,b1968,plasma membrane
24081,yjhI,GO:0003677,b4299,DNA binding
24083,nikA,GO:1904680,b3476,peptide transmembrane transporter activity
24084,frr,GO:0005737,b0172,cytoplasm
24085,rhtB,GO:0042968,b3824,homoserine transport
24086,uvrD,GO:0006281,b3813,DNA repair
24087,kefF,GO:0032414,b0046,positive regulation of ion transmembrane transporter activity
24088,cydD,GO:0016021,b0887,integral component of membrane
24089,fruK,GO:0005829,b2168,cytosol
24090,metB,GO:0003962,b3939,cystathionine gamma-synthase activity
24091,rhaA,GO:0019324,b3903,L-lyxose metabolic process
24092,creC,GO:0005887,b4399,integral component of plasma membrane
24094,ahpC,GO:0005829,b0605,cytosol
24095,rplW,GO:0022625,b3318,cytosolic large ribosomal subunit
24096,csrA,GO:0045947,b2696,negative regulation of translational initiation
24097,wecA,GO:0044038,b3784,cell wall macromolecule biosynthetic process
24098,ycaN,GO:0003700,b0900,DNA binding transcription factor activity
24099,nfrB,GO:0005886,b0569,plasma membrane
24100,nei,GO:0019104,b0714,DNA N-glycosylase activity
24101,fur,GO:0005829,b0683,cytosol
24102,hflX,GO:0043022,b4173,ribosome binding
24103,hns,GO:0003681,b1237,bent DNA binding
24104,kdgR,GO:0003677,b1827,DNA binding
24105,aspC,GO:0004069,b0928,L-aspartate:2-oxoglutarate aminotransferase activity
24106,chaC,GO:0005737,b1218,cytoplasm
24107,hemA,GO:0008883,b1210,glutamyl-tRNA reductase activity
24108,aroL,GO:0000287,b0388,magnesium ion binding
24109,mutY,GO:0006298,b2961,mismatch repair
24111,yidC,GO:0032977,b3705,membrane insertase activity
24112,rsmB,GO:0009383,b3289,rRNA (cytosine-C5-)-methyltransferase activity
24114,fixB,GO:0016491,b0042,oxidoreductase activity
24115,nadA,GO:0034628,b0750,'de novo' NAD biosynthetic process from aspartate
24117,ynbB,GO:0005886,b1409,plasma membrane
24118,trmB,GO:0030488,b2960,tRNA methylation
24119,alsE,GO:0046872,b4085,metal ion binding
24120,ftsX,GO:0051301,b3462,cell division
24121,eptC,GO:0016776,b3955,"phosphotransferase activity, phosphate group as acceptor"
24122,uxaB,GO:0005829,b1521,cytosol
24123,tesB,GO:0005829,b0452,cytosol
24124,metK,GO:0004478,b2942,methionine adenosyltransferase activity
24125,dosC,GO:0043709,b1490,cell adhesion involved in single-species biofilm formation
24126,yfcU,GO:0009297,b4661,pilus assembly
24128,fdoG,GO:0030151,b3894,molybdenum ion binding
24129,fis,GO:0006355,b3261,"regulation of transcription, DNA-templated"
24130,mutL,GO:0032300,b4170,mismatch repair complex
24131,cysK,GO:0030170,b2414,pyridoxal phosphate binding
24132,yjjX,GO:0006772,b4394,thiamine metabolic process
24133,queA,GO:0002099,b0405,tRNA wobble guanine modification
24134,yraJ,GO:0009279,b3144,cell outer membrane
24135,wecG,GO:0016758,b3794,"transferase activity, transferring hexosyl groups"
24136,clcA,GO:0031404,b0155,chloride ion binding
24137,dmlR,GO:0006351,b1799,"transcription, DNA-templated"
24138,gyrB,GO:0003918,b3699,DNA topoisomerase type II (ATP-hydrolyzing) activity
24139,sgcE,GO:0004750,b4301,ribulose-phosphate 3-epimerase activity
24140,iscA,GO:0097428,b2528,protein maturation by iron-sulfur cluster transfer
24141,lldP,GO:0015129,b3603,lactate transmembrane transporter activity
24142,tabA,GO:0005829,b4252,cytosol
24143,wbbJ,GO:0005829,b2033,cytosol
24144,cdsA,GO:0004605,b0175,phosphatidate cytidylyltransferase activity
24145,mutS,GO:0008094,b2733,DNA-dependent ATPase activity
24146,hisG,GO:0000105,b2019,histidine biosynthetic process
24147,mdtE,GO:0046677,b3513,response to antibiotic
24148,pyrG,GO:0042802,b2780,identical protein binding
24149,yjiR,GO:1901605,b4340,alpha-amino acid metabolic process
24151,agaA,GO:0008448,b3135,N-acetylglucosamine-6-phosphate deacetylase activity
24152,cyoD,GO:0009319,b0429,cytochrome o ubiquinol oxidase complex
24153,adeQ,GO:0005886,b3664,plasma membrane
24154,talA,GO:0005829,b2464,cytosol
24156,kdgR,GO:0045892,b1827,"negative regulation of transcription, DNA-templated"
24157,ubiX,GO:0009108,b2311,coenzyme biosynthetic process
24158,dtpB,GO:0035673,b3496,oligopeptide transmembrane transporter activity
24159,fabD,GO:0006633,b1092,fatty acid biosynthetic process
24160,atpA,GO:0005524,b3734,ATP binding
24161,mraZ,GO:2000143,b0081,"negative regulation of DNA-templated transcription, initiation"
24162,xylH,GO:0016021,b3568,integral component of membrane
24163,trpR,GO:0006355,b4393,"regulation of transcription, DNA-templated"
24164,rnhB,GO:0032299,b0183,ribonuclease H2 complex
24165,srkA,GO:0005737,b3859,cytoplasm
24166,ftsP,GO:0016491,b3017,oxidoreductase activity
24167,ygaZ,GO:0005304,b2682,L-valine transmembrane transporter activity
24168,torY,GO:0009055,b1873,electron transfer activity
24169,bioA,GO:0004015,b0774,adenosylmethionine-8-amino-7-oxononanoate transaminase activity
24170,chaA,GO:0015386,b1216,potassium:proton antiporter activity
24171,ccmD,GO:0031235,b2198,intrinsic component of the cytoplasmic side of the plasma membrane
24172,rplB,GO:0002181,b3317,cytoplasmic translation
24173,yejA,GO:1904680,b2177,peptide transmembrane transporter activity
24174,fimG,GO:0009289,b4319,pilus
24175,queC,GO:0008616,b0444,queuosine biosynthetic process
24176,mdtI,GO:0015199,b1599,amino-acid betaine transmembrane transporter activity
24177,gyrA,GO:0005737,b2231,cytoplasm
24178,ynfH,GO:0009061,b1590,anaerobic respiration
24179,torZ,GO:0009055,b1872,electron transfer activity
24180,tsaC,GO:0005737,b3282,cytoplasm
24181,iscX,GO:0016226,b2524,iron-sulfur cluster assembly
24182,frmB,GO:0018738,b0355,S-formylglutathione hydrolase activity
24184,nhaB,GO:0005887,b1186,integral component of plasma membrane
24185,astC,GO:0006527,b1748,arginine catabolic process
24186,rpsE,GO:0022627,b3303,cytosolic small ribosomal subunit
24187,alkA,GO:0032993,b2068,protein-DNA complex
24188,wcaJ,GO:0089702,b2047,undecaprenyl-phosphate glucose phosphotransferase activity
24189,csrA,GO:0048027,b2696,mRNA 5'-UTR binding
24190,chiP,GO:0015267,b0681,channel activity
24191,galE,GO:0033499,b0759,galactose catabolic process via UDP-galactose
24192,asmA,GO:0090313,b2064,regulation of protein targeting to membrane
24193,sgbU,GO:0034015,b3582,L-ribulose-5-phosphate 3-epimerase activity
24194,dauA,GO:0015183,b1206,L-aspartate transmembrane transporter activity
24195,yagG,GO:0005215,b0270,transporter activity
24196,kbaY,GO:0005829,b3137,cytosol
24197,tufA,GO:0003746,b3339,translation elongation factor activity
24198,glrK,GO:0007234,b2556,osmosensory signaling via phosphorelay pathway
24199,ydiJ,GO:0008720,b1687,D-lactate dehydrogenase activity
24200,lysC,GO:0005829,b4024,cytosol
24201,fliG,GO:0071973,b1939,bacterial-type flagellum-dependent cell motility
24202,rnc,GO:0006396,b2567,RNA processing
24203,fepB,GO:0030288,b0592,outer membrane-bounded periplasmic space
24204,yqiC,GO:0005829,b3042,cytosol
24205,yggC,GO:0015937,b2928,coenzyme A biosynthetic process
24206,uacT,GO:0042906,b2888,xanthine transport
24207,rimP,GO:0005829,b3170,cytosol
24208,fbaA,GO:0005886,b2925,plasma membrane
24209,caiT,GO:0005886,b0040,plasma membrane
24210,emrD,GO:0015238,b3673,drug transmembrane transporter activity
24211,yaaU,GO:0005886,b0045,plasma membrane
24212,aroE,GO:0004764,b3281,shikimate 3-dehydrogenase (NADP+) activity
24214,fur,GO:0045892,b0683,"negative regulation of transcription, DNA-templated"
24215,ppa,GO:0005829,b4226,cytosol
24217,tynA,GO:0009308,b1386,amine metabolic process
24218,prfA,GO:0005829,b1211,cytosol
24219,tmk,GO:0009041,b1098,uridylate kinase activity
24220,sulA,GO:0009432,b0958,SOS response
24221,fimA,GO:0043711,b4314,pilus organization
24222,sstT,GO:0005886,b3089,plasma membrane
24223,priA,GO:0006270,b3935,DNA replication initiation
24225,alsE,GO:0044262,b4085,cellular carbohydrate metabolic process
24226,dnaK,GO:0042026,b0014,protein refolding
24227,yraH,GO:0043711,b3142,pilus organization
24228,rlmC,GO:0070475,b0859,rRNA base methylation
24229,uxuB,GO:0042840,b4323,D-glucuronate catabolic process
24230,fucI,GO:0008736,b2802,L-fucose isomerase activity
24231,thrS,GO:0006435,b1719,threonyl-tRNA aminoacylation
24232,kdpC,GO:0071805,b0696,potassium ion transmembrane transport
24233,rpsQ,GO:0003735,b3311,structural constituent of ribosome
24234,atpA,GO:0043531,b3734,ADP binding
24235,pgi,GO:0016866,b4025,intramolecular transferase activity
24236,pabC,GO:0005829,b1096,cytosol
24237,hscA,GO:0005829,b2526,cytosol
24238,rpsK,GO:0022627,b3297,cytosolic small ribosomal subunit
24239,trmL,GO:0002132,b3606,wobble position uridine ribose methylation
24240,gutQ,GO:0019146,b2708,arabinose-5-phosphate isomerase activity
24241,lpoB,GO:0009252,b1105,peptidoglycan biosynthetic process
24242,hycB,GO:0006210,b2724,thymine catabolic process
24243,rhaD,GO:0016832,b3902,aldehyde-lyase activity
24244,atpE,GO:0015986,b3737,ATP synthesis coupled proton transport
24245,sfmA,GO:0043709,b0530,cell adhesion involved in single-species biofilm formation
24246,codB,GO:0015856,b0336,cytosine transport
24247,wecD,GO:0008080,b3790,N-acetyltransferase activity
24248,aroC,GO:0004107,b2329,chorismate synthase activity
24249,secG,GO:0043952,b3175,protein transport by the Sec complex
24250,rrrD,GO:0003796,b0555,lysozyme activity
24251,trxA,GO:0047134,b3781,protein-disulfide reductase activity
24252,trmA,GO:0019843,b3965,rRNA binding
24253,mutS,GO:0008301,b2733,"DNA binding, bending"
24254,avtA,GO:0005829,b3572,cytosol
24255,ydeR,GO:0043711,b1503,pilus organization
24256,truB,GO:0009982,b3166,pseudouridine synthase activity
24257,fadB,GO:0004300,b3846,enoyl-CoA hydratase activity
24258,entB,GO:0005829,b0595,cytosol
24259,suhB,GO:0046855,b2533,inositol phosphate dephosphorylation
24260,yliF,GO:0043709,b0834,cell adhesion involved in single-species biofilm formation
24261,dsdA,GO:0006565,b2366,L-serine catabolic process
24262,uxaB,GO:0051287,b1521,NAD binding
24263,sirB2,GO:0005886,b1213,plasma membrane
24265,sugE,GO:0022857,b4148,transmembrane transporter activity
24266,atoB,GO:0003988,b2224,acetyl-CoA C-acyltransferase activity
24267,pheA,GO:0009094,b2599,L-phenylalanine biosynthetic process
24268,yieK,GO:0005737,b3718,cytoplasm
24269,thiE,GO:0009228,b3993,thiamine biosynthetic process
24270,setA,GO:1904659,b0070,glucose transmembrane transport
24271,otsA,GO:0004805,b1896,trehalose-phosphatase activity
24272,epmA,GO:0006430,b4155,lysyl-tRNA aminoacylation
24273,setA,GO:0016021,b0070,integral component of membrane
24274,entA,GO:0008667,b0596,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity"
24276,yebC,GO:0005829,b1864,cytosol
24277,metB,GO:0030170,b3939,pyridoxal phosphate binding
24278,hemE,GO:0019353,b3997,protoporphyrinogen IX biosynthetic process from glutamate
24279,yqhA,GO:0005886,b3002,plasma membrane
24280,qorA,GO:0017091,b4051,AU-rich element binding
24281,livM,GO:0005886,b3456,plasma membrane
24282,fepE,GO:0005886,b0587,plasma membrane
24283,mraY,GO:0071555,b0087,cell wall organization
24284,menF,GO:0009234,b2265,menaquinone biosynthetic process
24285,polB,GO:0045004,b0060,DNA replication proofreading
24286,nei,GO:0006284,b0714,base-excision repair
24287,yfbR,GO:0010139,b2291,pyrimidine deoxyribonucleotide salvage
24288,yfjV,GO:0042960,b2641_1,antimonite secondary active transmembrane transporter activity
24289,rpsI,GO:0003735,b3230,structural constituent of ribosome
24290,nagB,GO:0005829,b0678,cytosol
24291,mdtD,GO:0055085,b2077,transmembrane transport
24292,arsB,GO:0015700,b3502,arsenite transport
24293,tesB,GO:0006637,b0452,acyl-CoA metabolic process
