,gene_name,product,start,stop,strand,operon,length,cog
b3982,nusG,transcription termination factor NusG,4177743,4178288,+,secE;nusG,546,Transcription
b3983,rplK,50S ribosomal subunit protein L11,4178447,4178875,+,rpoC;rpoB;rplL;rplJ;rplA;rplK,429,"Translation, ribosomal structure and biogenesis"
b3984,rplA,50S ribosomal subunit protein L1,4178879,4179583,+,rpoC;rpoB;rplL;rplJ;rplA;rplK,705,"Translation, ribosomal structure and biogenesis"
b3985,rplJ,50S ribosomal subunit protein L10,4179996,4180493,+,rpoC;rpoB;rplL;rplJ;rplA;rplK,498,"Translation, ribosomal structure and biogenesis"
b3986,rplL,"50S ribosomal subunit protein L7 // ""50S ribosomal subunit protein L12""",4180560,4180925,+,rplL;rpoC;rpoB;rplJ;rplA;rplK,366,"Translation, ribosomal structure and biogenesis"
b3987,rpoB,RNA polymerase subunit &beta;,4181245,4185273,+,rpoC;rpoB;rplL;rplJ;rplA;rplK,4029,Transcription
b3988,rpoC,RNA polymerase subunit &beta;',4185350,4189573,+,rpoC;rpoB;rplL;rplJ;rplA;rplK,4224,Transcription
b3989,yjaZ,protein YjaZ,4189786,4190325,+,yjaZ,540,Function unknown
b3990,thiH,2-iminoacetate synthase,4190735,4191868,-,thiS;thiH;thiG;thiF;thiE;thiC,1134,Coenzyme transport and metabolism
b3991,thiG,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,4191865,4192635,-,thiS;thiH;thiG;thiF;thiE;thiC,771,Coenzyme transport and metabolism
b3992,thiF,ThiS adenylyltransferase,4192821,4193576,-,thiS;thiH;thiG;thiF;thiE;thiC,756,Coenzyme transport and metabolism
b3993,thiE,thiamine phosphate synthase,4193569,4194204,-,thiS;thiH;thiG;thiF;thiE;thiC,636,Coenzyme transport and metabolism
b3994,thiC,phosphomethylpyrimidine synthase,4194204,4196099,-,thiS;thiH;thiG;thiF;thiE;thiC,1896,Coenzyme transport and metabolism
b3995,rsd,regulator of sigma D,4196332,4196808,-,rsd,477,Transcription
b3996,nudC,RNA decapping hydrolase,4196903,4197676,+,nfi;hemE;nudC,774,"Replication, recombination and repair"
b3997,hemE,uroporphyrinogen decarboxylase,4197716,4198780,+,nfi;hemE;nudC,1065,Coenzyme transport and metabolism
b3998,nfi,endonuclease V,4198790,4199461,+,nfi;hemE;nudC,672,"Replication, recombination and repair"
b3999,yjaG,DUF416 domain-containing protein YjaG,4199504,4200094,+,yjaG,591,Function unknown
b4000,hupA,DNA-binding protein HU-&alpha;,4200281,4200553,+,hupA,273,"Replication, recombination and repair"
b4001,yjaH,DUF1481 domain-containing protein YjaH,4200566,4201261,+,yjaH,696,Function unknown
b4002,zraP,signaling pathway modulator ZraP,4201263,4201688,-,zraP,426,Cell motility
b4003,zraS,"ZraS-<i>N</i>-phospho-L-histidine // ""sensor histidine kinase ZraS""",4201926,4203323,+,zraR;zraS,1398,Signal transduction mechanisms
b4004,zraR,"Phosphorylated DNA-binding transcriptional activator ZraR // ""DNA-binding transcriptional activator ZraR""",4203320,4204645,+,zraR;zraS,1326,Signal transduction mechanisms
b4005,purD,GLYCRIBONUCSYN-MONOMER,4204642,4205931,-,purD;purH,1290,Nucleotide transport and metabolism
b4006,purH,bifunctional AICAR transformylase/IMP cyclohydrolase,4205943,4207532,-,purD;purH,1590,Nucleotide transport and metabolism
b4011,yjaA,stress response protein,4213234,4213617,+,yjaA,384,Function unknown
b4012,yjaB,peptidyl-lysine <i>N</i>-acetyltransferase YjaB,4213680,4214123,-,yjaB,444,Transcription
b4013,metA,homoserine <i>O</i>-succinyltransferase,4214280,4215209,+,metA,930,Amino acid transport and metabolism
b4014,aceB,MALATE-SYNTHASE,4215478,4217079,+,aceB;aceA;aceK,1602,Energy production and conversion
b4015,aceA,isocitrate lyase,4217109,4218413,+,aceB;aceA;aceK,1305,Energy production and conversion
b4016,aceK,isocitrate dehydrogenase kinase/phosphatase,4218596,4220332,+,aceK;aceB;aceA,1737,Signal transduction mechanisms
b4017,arpA,regulator of acetyl CoA synthetase,4220301,4222487,-,arpA,2187,Function unknown
b4018,iclR,DNA-binding transcriptional repressor IclR,4222804,4223628,-,iclR,825,Transcription
b4019,metH,cobalamin-dependent methionine synthase,4223828,4227511,+,metH,3684,Amino acid transport and metabolism
b4020,yjbB,putative inorganic phosphate export protein YjbB,4227731,4229362,+,yjbB,1632,Inorganic ion transport and metabolism
b4021,pepE,peptidase E,4229453,4230142,-,pepE,690,Amino acid transport and metabolism
b4022,rluF,23S rRNA pseudouridine<sup>2604</sup> and tRNA<sup>Tyr</sup> pseudouridine<sup>35</sup> synthase,4230354,4231226,+,rluF,873,"Translation, ribosomal structure and biogenesis"
b4023,yjbD,DUF3811 domain-containing protein YjbD,4231359,4231631,-,yjbD,273,Function unknown
b4024,lysC,aspartate kinase III,4231884,4233233,-,lysC,1350,Amino acid transport and metabolism
b4025,pgi,glucose-6-phosphate isomerase,4233758,4235407,+,pgi,1650,Carbohydrate transport and metabolism
b4026,yjbE,uncharacterized protein YjbE,4235906,4236148,+,yjbH;yjbG;yjbF;yjbE,243,No COG Annotation
b4028,yjbG,capsule biosynthesis GfcC family protein YjbG,4236897,4237634,+,yjbH;yjbG;yjbF;yjbE,738,Function unknown
b4029,yjbH,YjbH family protein,4237634,4239730,+,yjbH;yjbG;yjbF;yjbE,2097,Function unknown
b4030,psiE,putative phosphate starvation-inducible protein PsiE,4240325,4240735,+,psiE,411,Function unknown
b4031,xylE,D-xylose:H<sup>+</sup> symporter,4240779,4242254,-,xylE,1476,Carbohydrate transport and metabolism
b4032,malG,maltose ABC transporter membrane subunit MalG,4242626,4243516,-,malG;malF;malE,891,Inorganic ion transport and metabolism
b4033,malF,maltose ABC transporter membrane subunit MalF,4243531,4245075,-,malG;malF;malE,1545,Inorganic ion transport and metabolism
b4034,malE,maltose ABC transporter periplasmic binding protein,4245229,4246419,-,malG;malF;malE,1191,Carbohydrate transport and metabolism
b4035,malK,maltose ABC transporter ATP binding subunit,4246784,4247899,+,malK;lamB;malM,1116,Carbohydrate transport and metabolism
b4036,lamB,maltose outer membrane channel / phage lambda receptor protein,4247971,4249311,+,malK;lamB;malM,1341,Carbohydrate transport and metabolism
b4037,malM,maltose regulon periplasmic protein,4249554,4250474,+,malK;lamB;malM,921,Carbohydrate transport and metabolism
b4038_1,yjbI,pentapeptide repeats-containing protein YjbI,4250703,4252283,+,yjbI,1581,No COG Annotation
b4040,ubiA,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER,4253016,4253888,+,ubiC;ubiA,873,Coenzyme transport and metabolism
b4041,plsB,glycerol-3-phosphate 1-<i>O</i>-acyltransferase,4254043,4256466,-,plsB,2424,Lipid transport and metabolism
b4042,dgkA,diacylglycerol kinase,4256637,4257005,+,dgkA,369,Cell wall/membrane/envelope biogenesis
b4043,lexA,DNA-binding transcriptional repressor LexA,4257115,4257723,+,lexA;dinF,609,Transcription
b4044,dinF,DNA damage-inducible protein F,4257742,4259121,+,lexA;dinF,1380,Defense mechanisms
b4045,yjbJ,putative stress response protein YjbJ,4259237,4259446,+,yjbJ,210,Function unknown
b4047,yjbL,uncharacterized protein YjbL,4260321,4260575,+,yjbM;yjbL,255,No COG Annotation
b4048,yjbM,uncharacterized protein YjbM,4260599,4261306,+,yjbM;yjbL,708,No COG Annotation
b4050,pspG,phage shock protein G,4262840,4263082,+,pspG,243,Function unknown
b4051,qorA,putative quinone oxidoreductase 1,4263248,4264231,-,qorA,984,Energy production and conversion
b4052,dnaB,replicative DNA helicase,4264314,4265729,+,dnaB,1416,"Replication, recombination and repair"
b4053,alr,alanine racemase 1,4265782,4266861,+,alr,1080,Cell wall/membrane/envelope biogenesis
b4054,tyrB,tyrosine aminotransferase,4267114,4268307,+,tyrB,1194,Amino acid transport and metabolism
b4055,aphA,acid phosphatase / phosphotransferase,4269414,4270127,+,aphA,714,Function unknown
b4056,yjbQ,UPF0047 protein YjbQ,4270238,4270654,+,yjbR;yjbQ,417,Function unknown
b4057,yjbR,PF04237 family protein YjbR,4270658,4271014,+,yjbR;yjbQ,357,Function unknown
b4058,uvrA,excision nuclease subunit A,4271049,4273871,-,uvrA,2823,"Replication, recombination and repair"
b4059,ssb,ssDNA-binding protein,4274125,4274661,+,ssb,537,"Replication, recombination and repair"
b4060,yjcB,uncharacterized protein YjcB,4274760,4275041,-,yjcB,282,Function unknown
b4062,soxS,DNA-binding transcriptional dual regulator SoxS,4277060,4277383,-,soxS,324,Transcription
b4063,soxR,DNA-binding transcriptional dual regulator SoxR,4277469,4277933,+,soxR,465,Transcription
b4065,yjcE,putative transporter YjcE,4279980,4281629,+,yjcE,1650,Inorganic ion transport and metabolism
b4066,yjcF,pentapeptide repeat-containing protein YjcF,4281783,4283075,-,yjcF,1293,Function unknown
b4067,actP,acetate/glycolate:cation symporter,4283253,4284902,-,actP;yjcH;acs,1650,Function unknown
b4068,yjcH,DUF485 domain-containing inner membrane protein YjcH,4284899,4285213,-,actP;yjcH;acs,315,Function unknown
b4069,acs,acetyl-CoA synthetase (AMP-forming),4285413,4287371,-,actP;yjcH;acs,1959,Lipid transport and metabolism
b4070,nrfA,cytochrome <i>c</i><sub>552</sub> nitrite reductase,4287764,4289200,+,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG,1437,Inorganic ion transport and metabolism
b4071,nrfB,periplasmic nitrite reductase penta-heme <i>c</i>-type cytochrome,4289245,4289811,+,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG,567,Energy production and conversion
b4072,nrfC,putative menaquinol-cytochrome <i>c</i> reductase 4Fe-4S subunit,4289808,4290479,+,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG,672,Energy production and conversion
b4073,nrfD,putative menaquinol-cytochrome <i>c</i> reductase subunit NrfD,4290476,4291432,+,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG,957,Inorganic ion transport and metabolism
b4074,nrfE,putative cytochrome c-type biogenesis protein NrfE,4291512,4293170,+,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG,1659,"Posttranslational modification, protein turnover, chaperones"
b4075,nrfF,putative formate-dependent nitrite reductase complex subunit NrfF,4293163,4293546,+,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG,384,"Posttranslational modification, protein turnover, chaperones"
b4076,nrfG,putative formate-dependent nitrite reductase complex subunit NrfG,4293543,4294139,+,nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG,597,"Posttranslational modification, protein turnover, chaperones"
b4077,gltP,glutamate/aspartate : H<sup>+</sup> symporter GltP,4294481,4295794,+,gltP,1314,Energy production and conversion
b4078,yjcO,Sel1 repeat-containing protein YjcO,4296436,4297125,-,yjcO,690,Function unknown
b4079,fdhF,formate dehydrogenase H,4297219,4299366,-,fdhF,2148,Energy production and conversion
b4080,mdtP,putative multidrug efflux pump outer membrane channel,4299564,4301030,-,mdtN;mdtO;mdtP,1467,Cell wall/membrane/envelope biogenesis
b4081,mdtO,putative multidrug efflux pump subunit MdtO,4301027,4303078,-,mdtN;mdtO;mdtP,2052,Function unknown
b4082,mdtN,putative multidrug efflux pump membrane fusion protein,4303078,4304109,-,mdtN;mdtO;mdtP,1032,Defense mechanisms
b4083,yjcS,linear primary-alkylsulfatase,4304612,4306597,-,yjcS,1986,"Secondary metabolites biosynthesis, transport and catabolism"
b4084,alsK,EG11956-MONOMER,4306870,4307799,-,alsK,930,Carbohydrate transport and metabolism
b4085,alsE,D-allulose-6-phosphate 3-epimerase,4307783,4308478,-,alsE;alsC;alsA;alsB;alsR,696,Carbohydrate transport and metabolism
b4086,alsC,D-allose ABC transporter membrane subunit,4308489,4309469,-,alsE;alsC;alsA;alsB;alsR,981,Carbohydrate transport and metabolism
b4087,alsA,D-allose ABC transporter ATP binding subunit,4309448,4310980,-,alsE;alsC;alsA;alsB;alsR,1533,Inorganic ion transport and metabolism
b4088,alsB,D-allose ABC transporter periplasmic binding protein,4311107,4312042,-,alsE;alsC;alsA;alsB;alsR,936,Carbohydrate transport and metabolism
b4089,alsR,DNA-binding transcriptional repressor AlsR,4312101,4312991,-,alsE;alsC;alsA;alsB;alsR,891,Transcription
b4090,rpiB,allose-6-phosphate isomerase / ribose-5-phosphate isomerase B,4313350,4313799,+,rpiB,450,Carbohydrate transport and metabolism
b4094,phnN,EG10723-MONOMER,4315525,4316082,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,558,Inorganic ion transport and metabolism
b4095,phnM,RPnTP hydrolase,4316082,4317218,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,1137,Inorganic ion transport and metabolism
b4096,phnL,methylphosphonate degradation complex subunit PhnL,4317215,4317895,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,681,Inorganic ion transport and metabolism
b4097,phnK,carbon-phosphorus lyase subunit PhnK,4318006,4318764,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,759,Inorganic ion transport and metabolism
b4098,phnJ,carbon-phosphorus lyase core complex subunit PhnJ,4318761,4319606,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,846,Inorganic ion transport and metabolism
b4099,phnI,carbon-phosphorus lyase core complex subunit PhnI,4319599,4320663,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,1065,Inorganic ion transport and metabolism
b4100,phnH,carbon-phosphorus lyase core complex subunit PhnH,4320663,4321247,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,585,Inorganic ion transport and metabolism
b4101,phnG,carbon-phosphorus lyase core complex subunit PhnG,4321244,4321696,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,453,Inorganic ion transport and metabolism
b4102,phnF,putative transcriptional regulator PhnF,4321697,4322422,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,726,Transcription
b4105,phnD,phosphonate/phosphate ABC transporter periplasmic binding protein,4323336,4324352,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,1017,Inorganic ion transport and metabolism
b4106,phnC,phosphonate/phosphate ABC transporter ATP binding subunit,4324377,4325165,-,phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC,789,Inorganic ion transport and metabolism
b4107,yjdN,PF06983 family protein YjdN,4325298,4325741,-,yjdN,444,Function unknown
b4108,yjdM,zinc ribbon domain-containing protein YjdM,4326399,4326734,-,yjdM,336,Inorganic ion transport and metabolism
b4109,crfC,clamp-binding sister replication fork colocalization protein,4327135,4329363,+,yjcZ;crfC,2229,Function unknown
b4110,yjcZ,uncharacterized protein YjcZ,4329360,4330238,+,yjcZ;crfC,879,Function unknown
b4111,proP,osmolyte:H<sup>+</sup> symporter ProP,4330502,4332004,+,proP,1503,Carbohydrate transport and metabolism
b4112,basS,"BasS-<i>N</i>-phospho-L-histidine // ""sensor histidine kinase BasS""",4332181,4333272,-,basS;basR,1092,Signal transduction mechanisms
b4113,basR,"Phosphorylated DNA-binding transcriptional dual regulator BasR // ""DNA-binding transcriptional dual regulator BasR""",4333282,4333950,-,basS;basR,669,Signal transduction mechanisms
b4114,eptA,phosphoethanolamine transferase EptA,4333947,4335590,-,eptA,1644,Function unknown
b4116,adiY,DNA-binding transcriptional activator AdiY,4337168,4337929,-,adiY,762,Transcription
b4117,adiA,"arginine decarboxylase, degradative",4338254,4340521,-,adiA,2268,Amino acid transport and metabolism
b4118,melR,DNA-binding transcriptional dual regulator MelR,4340720,4341628,-,melR,909,Transcription
b4119,melA,&alpha;-galactosidase,4341911,4343266,+,melA;melB,1356,Carbohydrate transport and metabolism
b4120,melB,melibiose:H<sup>+</sup>/Na<sup>+</sup>/Li<sup>+</sup> symporter,4343369,4344790,+,melA;melB,1422,Carbohydrate transport and metabolism
b4121,yjdF,DUF2238 domain-containing inner membrane protein YjdF,4344929,4345558,-,yjdF,630,Function unknown
b4123,dcuB,anaerobic C4-dicarboxylate transporter DcuB,4347404,4348744,-,fumB;dcuB,1341,Function unknown
b4124,dcuR,"DcuR // ""DNA-binding transcriptional activator DcuR""",4349315,4350034,-,dcuR;dcuS,720,Signal transduction mechanisms
b4125,dcuS,"DcuS-<i>N</i>-phospho-L-histidine // ""sensor histidine kinase DcuS""",4350031,4351662,-,dcuR;dcuS,1632,Signal transduction mechanisms
b4126,yjdI,PF06902 family protein YjdI,4351843,4352073,+,yjdJ;yjdI,231,Function unknown
b4127,yjdJ,putative <i>N</i>-acetyltransferase YjdJ,4352085,4352357,+,yjdJ;yjdI,273,Function unknown
b4128,ghoS,antitoxin of the GhoTS toxin-antitoxin system,4352584,4352880,+,ghoT;ghoS,297,No COG Annotation
b4129,lysU,lysine&mdash;tRNA ligase/Ap<sub>4</sub>A synthetase/Ap<sub>3</sub>A synthetase,4353200,4354717,-,lysU,1518,"Translation, ribosomal structure and biogenesis"
b4130,dtpC,dipeptide/tripeptide:H<sup>+</sup> symporter DtpC,4354954,4356411,-,dtpC,1458,Amino acid transport and metabolism
b4131,cadA,lysine decarboxylase 1,4356470,4358617,-,cadA;cadB,2148,Amino acid transport and metabolism
b4132,cadB,lysine:cadaverine antiporter,4358697,4360031,-,cadA;cadB,1335,Amino acid transport and metabolism
b4133,cadC,DNA-binding transcriptional activator CadC,4360396,4361934,-,cadC,1539,Transcription
b4135,yjdC,putative DNA-binding transcriptional regulator YjdC,4362733,4363308,-,yjdC;dsbD,576,Transcription
b4136,dsbD,"thiol-disulfide exchange protein DsbD<sub>reduced</sub> // ""thiol-disulfide exchange protein DsbD<SUB>oxidized</SUB>"" // ""thiol-disulfide exchange protein DsbD""",4363345,4365042,-,dsbD;yjdC,1698,"Posttranslational modification, protein turnover, chaperones"
b4137,cutA,copper binding protein CutA,4365018,4365356,-,cutA,339,Inorganic ion transport and metabolism
b4138,dcuA,C4-dicarboxylate transporter DcuA,4365472,4366773,-,dcuA;aspA,1302,Function unknown
b4139,aspA,aspartate ammonia-lyase,4366891,4368327,-,dcuA;aspA,1437,Amino acid transport and metabolism
b4140,fxsA,protein FxsA,4368664,4369140,+,fxsA,477,Function unknown
b4141,yjeH,L-methionine/branched chain amino acid exporter,4369156,4370412,-,yjeH,1257,Amino acid transport and metabolism
b4142,groS,cochaperonin GroES,4370688,4370981,+,groL;groS,294,"Posttranslational modification, protein turnover, chaperones"
b4143,groL,chaperonin GroEL,4371025,4372671,+,groL;groS,1647,"Posttranslational modification, protein turnover, chaperones"
b4144,yjeI,DUF4156 domain-containing lipoprotein YjeI,4372809,4373162,+,yjeI,354,Function unknown
b4145,yjeJ,protein YjeJ,4373365,4374234,-,yjeJ,870,Function unknown
b4146,epmB,"lysine 2,3-aminomutase",4374629,4375657,-,epmB,1029,Amino acid transport and metabolism
b4147,efp,"protein chain elongation factor EF-P, &beta;-lysyl-Lys34 // ""protein chain elongation factor EF-P""",4375699,4376265,+,efp,567,"Translation, ribosomal structure and biogenesis"
b4148,gdx,guanidinium exporter,4376875,4377192,+,gdx,318,Inorganic ion transport and metabolism
b4149,blc,outer membrane lipoprotein Blc,4377189,4377722,-,blc,534,Cell wall/membrane/envelope biogenesis
b4150,ampC,&beta;-lactamase,4377811,4378944,-,ampC,1134,Defense mechanisms
b4151,frdD,fumarate reductase membrane protein FrdD,4379007,4379366,-,frdD;frdC;frdB;frdA,360,Energy production and conversion
b4152,frdC,fumarate reductase membrane protein FrdC,4379377,4379772,-,frdD;frdC;frdB;frdA,396,Energy production and conversion
b4153,frdB,fumarate reductase iron-sulfur protein,4379783,4380517,-,frdD;frdC;frdB;frdA,735,Energy production and conversion
b4154,frdA,fumarate reductase flavoprotein subunit,4380510,4382318,-,frdD;frdC;frdB;frdA,1809,Energy production and conversion
b4155,epmA,EF-P-lysine lysyltransferase,4382643,4383620,+,epmA,978,"Translation, ribosomal structure and biogenesis"
b4156,yjeM,putative transporter YjeM,4383839,4385341,+,yjeM,1503,Amino acid transport and metabolism
b4157,yjeN,protein YjeN,4385393,4385707,+,yjeO;yjeN,315,Function unknown
b4158,yjeO,DUF2645 domain-containing inner membrane protein YjeO,4385704,4386018,+,yjeO;yjeN,315,Function unknown
b4159,mscM,miniconductance mechanosensitive channel MscM,4386047,4389370,-,mscM;psd,3324,Cell wall/membrane/envelope biogenesis
b4160,psd,"phosphatidylserine decarboxylase proenzyme // ""phosphatidylserine decarboxylase, &beta; subunit"" // ""phosphatidylserine decarboxylase, &alpha; subunit""",4389392,4390360,-,mscM;psd,969,Lipid transport and metabolism
b4161,rsgA,ribosome small subunit-dependent GTPase A,4390457,4391509,-,rsgA,1053,Function unknown
b4166,queG,epoxyqueuosine reductase,4392928,4394067,-,queG,1140,Energy production and conversion
b4167,nnr,NAD(P)HX epimerase / NAD(P)HX dehydratase,4394066,4395613,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,1548,Carbohydrate transport and metabolism
b4168,tsaE,"N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaE subunit",4395585,4396046,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,462,Function unknown
b4169,amiB,<i>N</i>-acetylmuramoyl-L-alanine amidase B,4396065,4397402,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,1338,Cell wall/membrane/envelope biogenesis
b4170,mutL,DNA mismatch repair protein MutL,4397412,4399259,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,1848,"Replication, recombination and repair"
b4171,miaA,tRNA dimethylallyltransferase,4399252,4400202,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,951,"Translation, ribosomal structure and biogenesis"
b4172,hfq,RNA-binding protein Hfq,4400288,4400596,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,309,Signal transduction mechanisms
b4173,hflX,ribosome rescue factor HflX,4400672,4401952,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,1281,Function unknown
b4174,hflK,regulator of FtsH protease,4402038,4403297,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,1260,"Posttranslational modification, protein turnover, chaperones"
b4175,hflC,regulator of FtsH protease,4403300,4404304,+,hflC;hflK;hflX;hfq;miaA;mutL;amiB;tsaE;nnr,1005,"Posttranslational modification, protein turnover, chaperones"
b4176,yjeT,DUF2065 domain-containing protein YjeT,4404386,4404583,+,yjeT,198,Function unknown
b4177,purA,adenylosuccinate synthetase,4404687,4405985,+,purA,1299,Nucleotide transport and metabolism
b4178,nsrR,DNA-binding transcriptional repressor NsrR,4406190,4406615,+,yjfI;rlmB;rnr;nsrR,426,Transcription
b4179,rnr,RNase R,4406654,4409095,+,yjfI;rlmB;rnr;nsrR,2442,Transcription
b4180,rlmB,23S rRNA 2'-<i>O</i>-ribose G2251 methyltransferase,4409275,4410006,+,yjfI;rlmB;rnr;nsrR,732,"Translation, ribosomal structure and biogenesis"
b4181,yjfI,DUF2170 domain-containing protein YjfI,4410133,4410534,+,yjfI;rlmB;rnr;nsrR;yjfJ,402,Function unknown
b4182,yjfJ,PspA family protein YjfJ,4410553,4411251,+,yjfJ;yjfI,699,Transcription
b4183,yjfK,DUF2491 domain-containing protein YjfK,4411302,4411961,+,yjfC;yjfM;yjfL;yjfK,660,Function unknown
b4187,aidB,putative acyl-CoA dehydrogenase AidB,4414275,4415900,+,aidB,1626,Lipid transport and metabolism
b4188,yjfN,protease activator,4416017,4416292,-,yjfN,276,Function unknown
b4190,yjfP,carboxylesterase,4416952,4417701,+,yjfP,750,Function unknown
b4191,ulaR,DNA-binding transcriptional repressor UlaR,4417698,4418453,-,ulaR,756,Transcription
b4192,ulaG,L-ascorbate-6-phosphate lactonase,4418561,4419625,-,ulaG,1065,Function unknown
b4194,ulaB,L-ascorbate specific PTS enzyme IIB component,4421393,4421698,+,ulaF;ulaE;ulaD;ulaC;ulaB;ulaA,306,Carbohydrate transport and metabolism
b4195,ulaC,L-ascorbate specific PTS enzyme IIA component,4421708,4422172,+,ulaF;ulaE;ulaD;ulaC;ulaB;ulaA,465,Carbohydrate transport and metabolism
b4196,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,4422186,4422836,+,ulaF;ulaE;ulaD;ulaC;ulaB;ulaA,651,Carbohydrate transport and metabolism
b4197,ulaE,L-ribulose-5-phosphate 3-epimerase UlaE,4422846,4423700,+,ulaF;ulaE;ulaD;ulaC;ulaB;ulaA,855,Carbohydrate transport and metabolism
b4198,ulaF,L-ribulose-5-phosphate 4-epimerase UlaF,4423700,4424386,+,ulaF;ulaE;ulaD;ulaC;ulaB;ulaA,687,Carbohydrate transport and metabolism
b4199,yjfY,DUF1471 domain-containing protein YjfY,4424516,4424791,-,yjfY,276,Function unknown
b4200,rpsF,30S ribosomal subunit protein S6,4425118,4425513,+,rpsF;priB;rpsR;rplI,396,"Translation, ribosomal structure and biogenesis"
b4201,priB,primosomal replication protein N,4425520,4425834,+,rpsF;priB;rpsR;rplI,315,"Replication, recombination and repair"
b4202,rpsR,30S ribosomal subunit protein S18,4425839,4426066,+,rpsF;priB;rpsR;rplI,228,"Translation, ribosomal structure and biogenesis"
b4203,rplI,50S ribosomal subunit protein L9,4426108,4426557,+,rpsF;priB;rpsR;rplI,450,"Translation, ribosomal structure and biogenesis"
b4204,yjfZ,protein YjfZ,4426628,4427422,-,yjfZ,795,No COG Annotation
b4205,ytfA,putative transcriptional regulator YtfA,4427694,4428095,+,ytfA,402,No COG Annotation
b4206,ytfB,cell division protein YtfB,4428079,4428717,-,ytfB,639,Cell wall/membrane/envelope biogenesis
b4208,cycA,serine/alanine/glycine/cycloserine:H<sup>+</sup>symporter,4429864,4431276,+,cycA,1413,Amino acid transport and metabolism
b4209,ytfE,iron-sulfur cluster repair protein YtfE,4431321,4431983,-,ytfE,663,"Cell cycle control, cell division, chromosome partitioning"
b4210,ytfF,inner membrane protein YtfF,4432091,4433056,-,ytfF,966,Function unknown
b4211,qorB,NAD(P)H:quinone oxidoreductase,4433164,4434024,-,qorB,861,Carbohydrate transport and metabolism
b4212,ytfH,putative transcriptional regulator YtfH,4434113,4434493,+,ytfH,381,Transcription
b4213,cpdB,2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase,4434622,4436565,-,cpdB,1944,Nucleotide transport and metabolism
b4214,cysQ,EG10043-MONOMER,4436755,4437495,+,cysQ,741,Inorganic ion transport and metabolism
b4215,ytfI,protein YtfI,4437707,4438645,+,ytfI,939,No COG Annotation
b4216,ytfJ,protein YtfJ,4438708,4439262,-,ytfJ,555,Function unknown
b4217,ytfK,DUF1107 domain-containing protein YtfK,4439587,4439793,+,ytfK,207,Function unknown
b4218,ytfL,putative inner membrane protein,4439872,4441215,-,ytfL,1344,Inorganic ion transport and metabolism
b4219,msrA,methionine sulfoxide reductase A,4441538,4442176,-,msrA,639,"Posttranslational modification, protein turnover, chaperones"
b4220,tamA,translocation and assembly module subunit TamA,4442382,4444115,+,ytfP;tamB;tamA,1734,Cell wall/membrane/envelope biogenesis
b4221,tamB,translocation and assembly module subunit TamB,4444112,4447891,+,ytfP;tamB;tamA,3780,Function unknown
b4222,ytfP,&gamma;-glutamylamine cyclotransferase family protein YtfP,4447894,4448235,+,ytfP;tamB;tamA,342,Function unknown
